strain	trait	value
JU2141	min.temp-12mo	7.4590027700831
JU2141	q10.temp-12mo	8.41105263157895
JU2141	q25.temp-12mo	9.53365650969529
JU2141	mean.temp-12mo	12.3150017832851
JU2141	median.temp-12mo	12.1430747922438
JU2141	q75.temp-12mo	15.1381578947368
JU2141	q90.temp-12mo	16.5663434903047
JU2141	max.temp-12mo	17.3404432132964
JU2234	min.temp-12mo	7.72659279778393
JU2234	q10.temp-12mo	8.53806094182825
JU2234	q25.temp-12mo	9.55720221606648
JU2234	mean.temp-12mo	11.8691612865458
JU2234	median.temp-12mo	11.8167590027701
JU2234	q75.temp-12mo	14.1966066481994
JU2234	q90.temp-12mo	15.3481163434903
JU2234	max.temp-12mo	16.114404432133
JU2250	min.temp-12mo	7.18781163434903
JU2250	q10.temp-12mo	7.97080332409972
JU2250	q25.temp-12mo	8.9564404432133
JU2250	mean.temp-12mo	11.2610488643553
JU2250	median.temp-12mo	11.2274238227147
JU2250	q75.temp-12mo	13.5237534626039
JU2250	q90.temp-12mo	14.6629085872576
JU2250	max.temp-12mo	15.4783933518006
JU2257	min.temp-12mo	6.82770083102493
JU2257	q10.temp-12mo	7.84279778393352
JU2257	q25.temp-12mo	8.95263157894737
JU2257	mean.temp-12mo	11.6179582605501
JU2257	median.temp-12mo	11.5732686980609
JU2257	q75.temp-12mo	14.2563711911357
JU2257	q90.temp-12mo	15.6047368421053
JU2257	max.temp-12mo	16.4648199445983
JU2316	min.temp-12mo	14.4330532212885
JU2316	q10.temp-12mo	14.868487394958
JU2316	q25.temp-12mo	15.5645658263305
JU2316	mean.temp-12mo	17.2450602023857
JU2316	median.temp-12mo	17.1148459383753
JU2316	q75.temp-12mo	18.9294117647059
JU2316	q90.temp-12mo	19.8737535014006
JU2316	max.temp-12mo	20.4809523809524
JU2464	min.temp-12mo	5.97257617728532
JU2464	q10.temp-12mo	6.88199445983379
JU2464	q25.temp-12mo	8.54605263157895
JU2464	mean.temp-12mo	13.0475612965389
JU2464	median.temp-12mo	13.2756232686981
JU2464	q75.temp-12mo	17.3549861495845
JU2464	q90.temp-12mo	19.0132409972299
JU2464	max.temp-12mo	20.2279778393352
JU2466	min.temp-12mo	5.97257617728532
JU2466	q10.temp-12mo	6.88199445983379
JU2466	q25.temp-12mo	8.54605263157895
JU2466	mean.temp-12mo	13.0475612965389
JU2466	median.temp-12mo	13.2756232686981
JU2466	q75.temp-12mo	17.3549861495845
JU2466	q90.temp-12mo	19.0132409972299
JU2466	max.temp-12mo	20.2279778393352
JU2478	min.temp-12mo	6.77036011080332
JU2478	q10.temp-12mo	7.28337950138504
JU2478	q25.temp-12mo	8.0707756232687
JU2478	mean.temp-12mo	9.94107262908944
JU2478	median.temp-12mo	9.91565096952909
JU2478	q75.temp-12mo	11.7743767313019
JU2478	q90.temp-12mo	12.726703601108
JU2478	max.temp-12mo	13.2650969529086
JU2513	min.temp-12mo	12.8337950138504
JU2513	q10.temp-12mo	13.9326869806094
JU2513	q25.temp-12mo	16.014542936288102
JU2513	mean.temp-12mo	18.7784427357554
JU2513	median.temp-12mo	19.4459833795014
JU2513	q75.temp-12mo	21.7098337950139
JU2513	q90.temp-12mo	22.5673130193906
JU2513	max.temp-12mo	23.1551246537396
JU2519	min.temp-12mo	14.4330532212885
JU2519	q10.temp-12mo	14.868487394958
JU2519	q25.temp-12mo	15.5645658263305
JU2519	mean.temp-12mo	17.2450602023857
JU2519	median.temp-12mo	17.1148459383753
JU2519	q75.temp-12mo	18.9294117647059
JU2519	q90.temp-12mo	19.8737535014006
JU2519	max.temp-12mo	20.4809523809524
JU2522	min.temp-12mo	14.4330532212885
JU2522	q10.temp-12mo	14.868487394958
JU2522	q25.temp-12mo	15.5645658263305
JU2522	mean.temp-12mo	17.2450602023857
JU2522	median.temp-12mo	17.1148459383753
JU2522	q75.temp-12mo	18.9294117647059
JU2522	q90.temp-12mo	19.8737535014006
JU2522	max.temp-12mo	20.4809523809524
JU2526	min.temp-12mo	14.4330532212885
JU2526	q10.temp-12mo	14.868487394958
JU2526	q25.temp-12mo	15.5645658263305
JU2526	mean.temp-12mo	17.2450602023857
JU2526	median.temp-12mo	17.1148459383753
JU2526	q75.temp-12mo	18.9294117647059
JU2526	q90.temp-12mo	19.8737535014006
JU2526	max.temp-12mo	20.4809523809524
JU2534	min.temp-12mo	6.78559556786704
JU2534	q10.temp-12mo	7.54210526315789
JU2534	q25.temp-12mo	8.36059556786704
JU2534	mean.temp-12mo	10.2337734949775
JU2534	median.temp-12mo	10.1660664819945
JU2534	q75.temp-12mo	12.103324099723
JU2534	q90.temp-12mo	13.0218005540166
JU2534	max.temp-12mo	13.7614958448753
JU2565	min.temp-12mo	8.19252077562327
JU2565	q10.temp-12mo	8.95864265927978
JU2565	q25.temp-12mo	9.98150969529086
JU2565	mean.temp-12mo	12.7581530693803
JU2565	median.temp-12mo	12.6052631578947
JU2565	q75.temp-12mo	15.4196675900277
JU2565	q90.temp-12mo	16.9391135734072
JU2565	max.temp-12mo	17.8238227146814
JU2566	min.temp-12mo	9.64376731301939
JU2566	q10.temp-12mo	10.1747645429363
JU2566	q25.temp-12mo	11.0115650969529
JU2566	mean.temp-12mo	13.0508720011571
JU2566	median.temp-12mo	13.0699445983379
JU2566	q75.temp-12mo	14.9740997229917
JU2566	q90.temp-12mo	16.0481163434903
JU2566	max.temp-12mo	16.7138504155125
JU2570	min.temp-12mo	8.41848739495798
JU2570	q10.temp-12mo	9.22862745098039
JU2570	q25.temp-12mo	10.2636554621849
JU2570	mean.temp-12mo	12.8912081375215
JU2570	median.temp-12mo	12.7634453781513
JU2570	q75.temp-12mo	15.5271708683473
JU2570	q90.temp-12mo	16.8016806722689
JU2570	max.temp-12mo	17.4843137254902
JU2572	min.temp-12mo	9.61772853185596
JU2572	q10.temp-12mo	10.1481717451524
JU2572	q25.temp-12mo	10.9856648199446
JU2572	mean.temp-12mo	13.0252015151335
JU2572	median.temp-12mo	13.0487534626039
JU2572	q75.temp-12mo	14.9472991689751
JU2572	q90.temp-12mo	16.0191689750693
JU2572	max.temp-12mo	16.6864265927978
JU2575	min.temp-12mo	8.61662049861496
JU2575	q10.temp-12mo	9.27950138504155
JU2575	q25.temp-12mo	10.1590027700831
JU2575	mean.temp-12mo	12.4338099472184
JU2575	median.temp-12mo	12.4319944598338
JU2575	q75.temp-12mo	14.66391966759
JU2575	q90.temp-12mo	15.7048199445983
JU2575	max.temp-12mo	16.4193905817175
JU2576	min.temp-12mo	8.61662049861496
JU2576	q10.temp-12mo	9.27950138504155
JU2576	q25.temp-12mo	10.1590027700831
JU2576	mean.temp-12mo	12.4338099472184
JU2576	median.temp-12mo	12.4319944598338
JU2576	q75.temp-12mo	14.66391966759
JU2576	q90.temp-12mo	15.7048199445983
JU2576	max.temp-12mo	16.4193905817175
JU2578	min.temp-12mo	9.74127423822715
JU2578	q10.temp-12mo	10.2770083102493
JU2578	q25.temp-12mo	11.1196675900277
JU2578	mean.temp-12mo	13.1584073388773
JU2578	median.temp-12mo	13.1673130193906
JU2578	q75.temp-12mo	15.0879501385042
JU2578	q90.temp-12mo	16.1780332409972
JU2578	max.temp-12mo	16.8423822714681
JU258	min.temp-12mo	17.626404494382
JU258	q10.temp-12mo	17.9666292134831
JU258	q25.temp-12mo	18.4419943820225
JU258	mean.temp-12mo	19.8647175845011
JU258	median.temp-12mo	19.5933988764045
JU258	q75.temp-12mo	21.2127106741573
JU258	q90.temp-12mo	22.0649719101124
JU258	max.temp-12mo	22.7643258426966
JU2581	min.temp-12mo	7.04626038781163
JU2581	q10.temp-12mo	8.14224376731302
JU2581	q25.temp-12mo	9.30373961218837
JU2581	mean.temp-12mo	12.116251540813
JU2581	median.temp-12mo	12.0211911357341
JU2581	q75.temp-12mo	14.9502770083103
JU2581	q90.temp-12mo	16.3528808864266
JU2581	max.temp-12mo	17.2263157894737
JU2586	min.temp-12mo	8.16204986149584
JU2586	q10.temp-12mo	9.05293628808864
JU2586	q25.temp-12mo	10.0308864265928
JU2586	mean.temp-12mo	12.1185607936308
JU2586	median.temp-12mo	12.1882271468144
JU2586	q75.temp-12mo	14.1667590027701
JU2586	q90.temp-12mo	15.2186980609418
JU2586	max.temp-12mo	15.9761772853186
JU2587	min.temp-12mo	4.30527777777778
JU2587	q10.temp-12mo	5.21855555555556
JU2587	q25.temp-12mo	6.34625
JU2587	mean.temp-12mo	9.16949956865456
JU2587	median.temp-12mo	8.98486111111111
JU2587	q75.temp-12mo	11.9709722222222
JU2587	q90.temp-12mo	13.4846944444444
JU2587	max.temp-12mo	14.3022222222222
JU2592	min.temp-12mo	8.28476454293629
JU2592	q10.temp-12mo	9.24523545706371
JU2592	q25.temp-12mo	10.1024930747922
JU2592	mean.temp-12mo	12.1081567771751
JU2592	median.temp-12mo	12.0486149584488
JU2592	q75.temp-12mo	14.0743767313019
JU2592	q90.temp-12mo	15.1619113573407
JU2592	max.temp-12mo	15.9545706371191
JU2600	min.temp-12mo	6.47887323943662
JU2600	q10.temp-12mo	7.5830985915493
JU2600	q25.temp-12mo	8.87253521126761
JU2600	mean.temp-12mo	11.4708708301778
JU2600	median.temp-12mo	11.4084507042254
JU2600	q75.temp-12mo	14.1570422535211
JU2600	q90.temp-12mo	15.3850704225352
JU2600	max.temp-12mo	16.1492957746479
JU2610	min.temp-12mo	6.47887323943662
JU2610	q10.temp-12mo	7.5830985915493
JU2610	q25.temp-12mo	8.87253521126761
JU2610	mean.temp-12mo	11.4708708301778
JU2610	median.temp-12mo	11.4084507042254
JU2610	q75.temp-12mo	14.1570422535211
JU2610	q90.temp-12mo	15.3850704225352
JU2610	max.temp-12mo	16.1492957746479
JU2619	min.temp-12mo	14.0700831024931
JU2619	q10.temp-12mo	14.6454847645429
JU2619	q25.temp-12mo	15.4043628808864
JU2619	mean.temp-12mo	17.298070051787
JU2619	median.temp-12mo	16.9549861495845
JU2619	q75.temp-12mo	19.2121191135734
JU2619	q90.temp-12mo	20.3204986149584
JU2619	max.temp-12mo	21.2529085872576
JU2800	min.temp-12mo	9.71357340720222
JU2800	q10.temp-12mo	10.1872299168975
JU2800	q25.temp-12mo	10.9826177285319
JU2800	mean.temp-12mo	13.003602374902
JU2800	median.temp-12mo	12.9630193905817
JU2800	q75.temp-12mo	14.909487534626
JU2800	q90.temp-12mo	16.0194459833795
JU2800	max.temp-12mo	16.6518005540166
JU2811	min.temp-12mo	15.3116343490305
JU2811	q10.temp-12mo	15.7631024930748
JU2811	q25.temp-12mo	16.5877423822715
JU2811	mean.temp-12mo	18.6566774395964
JU2811	median.temp-12mo	18.498891966759
JU2811	q75.temp-12mo	20.5297091412742
JU2811	q90.temp-12mo	21.8152631578947
JU2811	max.temp-12mo	22.7468144044321
JU2825	min.temp-12mo	9.64955489614243
JU2825	q10.temp-12mo	10.1173293768546
JU2825	q25.temp-12mo	10.8854599406528
JU2825	mean.temp-12mo	12.7716324206617
JU2825	median.temp-12mo	12.7261127596439
JU2825	q75.temp-12mo	14.5409495548961
JU2825	q90.temp-12mo	15.6016617210682
JU2825	max.temp-12mo	16.2145400593472
JU2829	min.temp-12mo	6.21191135734072
JU2829	q10.temp-12mo	7.09074792243767
JU2829	q25.temp-12mo	8.06038781163435
JU2829	mean.temp-12mo	10.7719846404634
JU2829	median.temp-12mo	10.5524930747922
JU2829	q75.temp-12mo	13.3308171745152
JU2829	q90.temp-12mo	15.0003047091413
JU2829	max.temp-12mo	15.9897506925208
JU2838	min.temp-12mo	10.5700879765396
JU2838	q10.temp-12mo	11.3413782991202
JU2838	q25.temp-12mo	12.5089442815249
JU2838	mean.temp-12mo	15.4702140064237
JU2838	median.temp-12mo	14.7488269794721
JU2838	q75.temp-12mo	18.1935483870968
JU2838	q90.temp-12mo	20.4278885630499
JU2838	max.temp-12mo	21.5372434017595
JU2841	min.temp-12mo	9.52192192192192
JU2841	q10.temp-12mo	10.189039039039
JU2841	q25.temp-12mo	11.0763513513514
JU2841	mean.temp-12mo	13.3943961818962
JU2841	median.temp-12mo	13.2591591591592
JU2841	q75.temp-12mo	15.5373123123123
JU2841	q90.temp-12mo	16.8925825825826
JU2841	max.temp-12mo	17.5660660660661
JU2853	min.temp-12mo	8.97764705882353
JU2853	q10.temp-12mo	9.70117647058824
JU2853	q25.temp-12mo	10.6922058823529
JU2853	mean.temp-12mo	13.6503240714328
JU2853	median.temp-12mo	13.2801470588235
JU2853	q75.temp-12mo	16.5027941176471
JU2853	q90.temp-12mo	18.2384705882353
JU2853	max.temp-12mo	19.1238235294118
JU2862	min.temp-12mo	7.96439169139466
JU2862	q10.temp-12mo	9.01097922848665
JU2862	q25.temp-12mo	10.6587537091988
JU2862	mean.temp-12mo	11.9285034105913
JU2862	median.temp-12mo	12.3545994065282
JU2862	q75.temp-12mo	13.4584569732938
JU2862	q90.temp-12mo	14.0329376854599
JU2862	max.temp-12mo	14.593471810089
JU2866	min.temp-12mo	14.809972299169
JU2866	q10.temp-12mo	15.4331024930748
JU2866	q25.temp-12mo	16.305540166205
JU2866	mean.temp-12mo	18.3980912873499
JU2866	median.temp-12mo	18.0572022160665
JU2866	q75.temp-12mo	20.4760387811634
JU2866	q90.temp-12mo	21.7463988919668
JU2866	max.temp-12mo	22.6839335180055
JU2878	min.temp-12mo	NA
JU2878	q10.temp-12mo	14.7165432098765
JU2878	q25.temp-12mo	16.0353395061728
JU2878	mean.temp-12mo	17.9978137860082
JU2878	median.temp-12mo	18.4231481481481
JU2878	q75.temp-12mo	20.2028549382716
JU2878	q90.temp-12mo	21.0850308641975
JU2878	max.temp-12mo	NA
JU2879	min.temp-12mo	NA
JU2879	q10.temp-12mo	14.7165432098765
JU2879	q25.temp-12mo	16.0353395061728
JU2879	mean.temp-12mo	17.9978137860082
JU2879	median.temp-12mo	18.4231481481481
JU2879	q75.temp-12mo	20.2028549382716
JU2879	q90.temp-12mo	21.0850308641975
JU2879	max.temp-12mo	NA
JU2906	min.temp-12mo	10.6058171745152
JU2906	q10.temp-12mo	11.6336288088643
JU2906	q25.temp-12mo	12.9350415512465
JU2906	mean.temp-12mo	15.8181230476786
JU2906	median.temp-12mo	15.6211911357341
JU2906	q75.temp-12mo	18.7462603878116
JU2906	q90.temp-12mo	20.2975900277008
JU2906	max.temp-12mo	21.196675900277
JU2907	min.temp-12mo	10.6058171745152
JU2907	q10.temp-12mo	11.6336288088643
JU2907	q25.temp-12mo	12.9350415512465
JU2907	mean.temp-12mo	15.8181230476786
JU2907	median.temp-12mo	15.6211911357341
JU2907	q75.temp-12mo	18.7462603878116
JU2907	q90.temp-12mo	20.2975900277008
JU2907	max.temp-12mo	21.196675900277
JU310	min.temp-12mo	7.53601108033241
JU310	q10.temp-12mo	8.1983379501385
JU310	q25.temp-12mo	9.28795013850415
JU310	mean.temp-12mo	11.8411606488277
JU310	median.temp-12mo	11.802216066482
JU310	q75.temp-12mo	14.3721606648199
JU310	q90.temp-12mo	15.6479778393352
JU310	max.temp-12mo	16.2423822714681
JU311	min.temp-12mo	8.87381615598886
JU311	q10.temp-12mo	9.56838440111421
JU311	q25.temp-12mo	10.6385097493036
JU311	mean.temp-12mo	13.1913705108726
JU311	median.temp-12mo	12.9477715877437
JU311	q75.temp-12mo	15.7376044568245
JU311	q90.temp-12mo	17.1892200557103
JU311	max.temp-12mo	17.8974930362117
JU3125	min.temp-12mo	15.8903047091413
JU3125	q10.temp-12mo	16.8159556786704
JU3125	q25.temp-12mo	17.7351800554017
JU3125	mean.temp-12mo	19.0647471041368
JU3125	median.temp-12mo	19.2326869806094
JU3125	q75.temp-12mo	20.4369806094183
JU3125	q90.temp-12mo	21.0274238227147
JU3125	max.temp-12mo	21.6952908587258
JU3127	min.temp-12mo	15.8903047091413
JU3127	q10.temp-12mo	16.8159556786704
JU3127	q25.temp-12mo	17.7351800554017
JU3127	mean.temp-12mo	19.0647471041368
JU3127	median.temp-12mo	19.2326869806094
JU3127	q75.temp-12mo	20.4369806094183
JU3127	q90.temp-12mo	21.0274238227147
JU3127	max.temp-12mo	21.6952908587258
JU3128	min.temp-12mo	16.3728531855956
JU3128	q10.temp-12mo	16.9070637119114
JU3128	q25.temp-12mo	17.5106648199446
JU3128	mean.temp-12mo	19.104857150217
JU3128	median.temp-12mo	18.9145429362881
JU3128	q75.temp-12mo	20.7155817174515
JU3128	q90.temp-12mo	21.5027977839335
JU3128	max.temp-12mo	22.109972299169
JU3132	min.temp-12mo	7.28836565096953
JU3132	q10.temp-12mo	8.15786703601108
JU3132	q25.temp-12mo	9.17382271468144
JU3132	mean.temp-12mo	11.76622188984
JU3132	median.temp-12mo	11.6041551246537
JU3132	q75.temp-12mo	14.3686288088643
JU3132	q90.temp-12mo	15.7324099722992
JU3132	max.temp-12mo	16.5650969529086
JU3134	min.temp-12mo	7.05706371191136
JU3134	q10.temp-12mo	7.91764542936288
JU3134	q25.temp-12mo	8.89598337950138
JU3134	mean.temp-12mo	11.3811250617205
JU3134	median.temp-12mo	11.2430747922438
JU3134	q75.temp-12mo	13.8562326869806
JU3134	q90.temp-12mo	15.1654293628809
JU3134	max.temp-12mo	16.0243767313019
JU3135	min.temp-12mo	7.50083102493075
JU3135	q10.temp-12mo	8.41631578947368
JU3135	q25.temp-12mo	9.52375346260388
JU3135	mean.temp-12mo	11.9637615347937
JU3135	median.temp-12mo	11.9556786703601
JU3135	q75.temp-12mo	14.3756925207756
JU3135	q90.temp-12mo	15.5387257617729
JU3135	max.temp-12mo	16.3894736842105
JU3137	min.temp-12mo	NA
JU3137	q10.temp-12mo	7.55591428571429
JU3137	q25.temp-12mo	8.8935
JU3137	mean.temp-12mo	11.1541223795263
JU3137	median.temp-12mo	11.146
JU3137	q75.temp-12mo	13.5814285714286
JU3137	q90.temp-12mo	14.7863714285714
JU3137	max.temp-12mo	NA
JU3140	min.temp-12mo	10.7630555555556
JU3140	q10.temp-12mo	11.2243333333333
JU3140	q25.temp-12mo	11.91625
JU3140	mean.temp-12mo	12.5177546296296
JU3140	median.temp-12mo	12.6829166666667
JU3140	q75.temp-12mo	13.3195138888889
JU3140	q90.temp-12mo	13.6726388888889
JU3140	max.temp-12mo	13.9080555555556
JU3141	min.temp-12mo	10.7630555555556
JU3141	q10.temp-12mo	11.2243333333333
JU3141	q25.temp-12mo	11.91625
JU3141	mean.temp-12mo	12.5177546296296
JU3141	median.temp-12mo	12.6829166666667
JU3141	q75.temp-12mo	13.3195138888889
JU3141	q90.temp-12mo	13.6726388888889
JU3141	max.temp-12mo	13.9080555555556
JU3144	min.temp-12mo	24.6127423822715
JU3144	q10.temp-12mo	24.9914681440443
JU3144	q25.temp-12mo	25.4642659279778
JU3144	mean.temp-12mo	27.4007673021169
JU3144	median.temp-12mo	27.0256232686981
JU3144	q75.temp-12mo	29.0647506925208
JU3144	q90.temp-12mo	30.606620498615
JU3144	max.temp-12mo	31.4418282548476
JU323	min.temp-12mo	8.87381615598886
JU323	q10.temp-12mo	9.56838440111421
JU323	q25.temp-12mo	10.6385097493036
JU323	mean.temp-12mo	13.1913705108726
JU323	median.temp-12mo	12.9477715877437
JU323	q75.temp-12mo	15.7376044568245
JU323	q90.temp-12mo	17.1892200557103
JU323	max.temp-12mo	17.8974930362117
JU346	min.temp-12mo	8.87381615598886
JU346	q10.temp-12mo	9.56838440111421
JU346	q25.temp-12mo	10.6385097493036
JU346	mean.temp-12mo	13.1913705108726
JU346	median.temp-12mo	12.9477715877437
JU346	q75.temp-12mo	15.7376044568245
JU346	q90.temp-12mo	17.1892200557103
JU346	max.temp-12mo	17.8974930362117
JU360	min.temp-12mo	7.84875346260388
JU360	q10.temp-12mo	8.64254847645429
JU360	q25.temp-12mo	9.74785318559557
JU360	mean.temp-12mo	12.1760344785143
JU360	median.temp-12mo	12.3473684210526
JU360	q75.temp-12mo	14.6631578947368
JU360	q90.temp-12mo	15.4508587257618
JU360	max.temp-12mo	16.0681440443213
JU367	min.temp-12mo	7.84875346260388
JU367	q10.temp-12mo	8.64254847645429
JU367	q25.temp-12mo	9.74785318559557
JU367	mean.temp-12mo	12.1760344785143
JU367	median.temp-12mo	12.3473684210526
JU367	q75.temp-12mo	14.6631578947368
JU367	q90.temp-12mo	15.4508587257618
JU367	max.temp-12mo	16.0681440443213
JU393	min.temp-12mo	7.96620498614958
JU393	q10.temp-12mo	8.60415512465374
JU393	q25.temp-12mo	9.43968144044321
JU393	mean.temp-12mo	11.3894430930132
JU393	median.temp-12mo	11.2761772853186
JU393	q75.temp-12mo	13.3103185595568
JU393	q90.temp-12mo	14.3976731301939
JU393	max.temp-12mo	15.0792243767313
JU394	min.temp-12mo	7.96620498614958
JU394	q10.temp-12mo	8.60415512465374
JU394	q25.temp-12mo	9.43968144044321
JU394	mean.temp-12mo	11.3894430930132
JU394	median.temp-12mo	11.2761772853186
JU394	q75.temp-12mo	13.3103185595568
JU394	q90.temp-12mo	14.3976731301939
JU394	max.temp-12mo	15.0792243767313
JU397	min.temp-12mo	7.96620498614958
JU397	q10.temp-12mo	8.60415512465374
JU397	q25.temp-12mo	9.43968144044321
JU397	mean.temp-12mo	11.3894430930132
JU397	median.temp-12mo	11.2761772853186
JU397	q75.temp-12mo	13.3103185595568
JU397	q90.temp-12mo	14.3976731301939
JU397	max.temp-12mo	15.0792243767313
JU406	min.temp-12mo	7.85152354570637
JU406	q10.temp-12mo	8.52598337950139
JU406	q25.temp-12mo	9.3531163434903
JU406	mean.temp-12mo	11.4653488260637
JU406	median.temp-12mo	11.3263157894737
JU406	q75.temp-12mo	13.5251385041551
JU406	q90.temp-12mo	14.6901939058172
JU406	max.temp-12mo	15.4041551246537
JU440	min.temp-12mo	7.28808864265928
JU440	q10.temp-12mo	7.97360110803324
JU440	q25.temp-12mo	9.01786703601108
JU440	mean.temp-12mo	11.848563802913
JU440	median.temp-12mo	11.7361495844875
JU440	q75.temp-12mo	14.6584487534626
JU440	q90.temp-12mo	15.9551800554017
JU440	max.temp-12mo	16.5886426592798
JU561	min.temp-12mo	8.26629526462396
JU561	q10.temp-12mo	9.01986072423398
JU561	q25.temp-12mo	9.82451253481894
JU561	mean.temp-12mo	11.4778179741071
JU561	median.temp-12mo	11.4701949860724
JU561	q75.temp-12mo	13.1359331476323
JU561	q90.temp-12mo	13.9993593314763
JU561	max.temp-12mo	14.6871866295265
JU642	min.temp-12mo	8.95416666666667
JU642	q10.temp-12mo	9.43327777777778
JU642	q25.temp-12mo	10.2408333333333
JU642	mean.temp-12mo	12.0725559260931
JU642	median.temp-12mo	12.0801388888889
JU642	q75.temp-12mo	13.8575694444444
JU642	q90.temp-12mo	14.8005555555556
JU642	max.temp-12mo	15.3761111111111
JU751	min.temp-12mo	9.3108635097493
JU751	q10.temp-12mo	9.81980501392758
JU751	q25.temp-12mo	10.6383704735376
JU751	mean.temp-12mo	12.6027710251008
JU751	median.temp-12mo	12.6036211699164
JU751	q75.temp-12mo	14.4782033426184
JU751	q90.temp-12mo	15.51
JU751	max.temp-12mo	16.1688022284123
JU774	min.temp-12mo	11.2268698060942
JU774	q10.temp-12mo	12.2460664819945
JU774	q25.temp-12mo	14.4954293628809
JU774	mean.temp-12mo	16.5302319633275
JU774	median.temp-12mo	17.480055401662
JU774	q75.temp-12mo	18.8605263157895
JU774	q90.temp-12mo	19.4583933518006
JU774	max.temp-12mo	19.8609418282548
JU775	min.temp-12mo	13.4692520775623
JU775	q10.temp-12mo	13.9637950138504
JU775	q25.temp-12mo	14.6479916897507
JU775	mean.temp-12mo	16.9595436393432
JU775	median.temp-12mo	16.5418282548476
JU775	q75.temp-12mo	19.0671052631579
JU775	q90.temp-12mo	20.6299168975069
JU775	max.temp-12mo	21.5387811634349
JU778	min.temp-12mo	13.4692520775623
JU778	q10.temp-12mo	13.9637950138504
JU778	q25.temp-12mo	14.6479916897507
JU778	mean.temp-12mo	16.9595436393432
JU778	median.temp-12mo	16.5418282548476
JU778	q75.temp-12mo	19.0671052631579
JU778	q90.temp-12mo	20.6299168975069
JU778	max.temp-12mo	21.5387811634349
JU782	min.temp-12mo	13.4692520775623
JU782	q10.temp-12mo	13.9637950138504
JU782	q25.temp-12mo	14.6479916897507
JU782	mean.temp-12mo	16.9595436393432
JU782	median.temp-12mo	16.5418282548476
JU782	q75.temp-12mo	19.0671052631579
JU782	q90.temp-12mo	20.6299168975069
JU782	max.temp-12mo	21.5387811634349
JU792	min.temp-12mo	7.14542936288089
JU792	q10.temp-12mo	7.93700831024931
JU792	q25.temp-12mo	8.86142659279778
JU792	mean.temp-12mo	11.815997303497
JU792	median.temp-12mo	11.254432132964
JU792	q75.temp-12mo	14.8160664819945
JU792	q90.temp-12mo	16.4603601108033
JU792	max.temp-12mo	17.2307479224377
JU830	min.temp-12mo	2.98199445983379
JU830	q10.temp-12mo	3.6383379501385
